passport_number,business_category,spending_category,spending_amount,tax_included,date_time,country,stay_duration_days,income_method,income_amount,currency
USA2176861,Shop,Accommodation,700.2066736706856,No,2024-10-06,USA,128,Pension,3455.001076340349,GBP
IN3349096,Hotel,Food,4785.45083312257,No,2024-07-14,India,67,Pension,3228.735003282004,GBP
USA7497815,Hotel,Entertainment,1433.4719673479476,No,2025-03-31,USA,104,Remote Job,3477.264016337428,JPY
P26104194,Hotel,Shopping,7494.123038351236,No,2024-04-23,Japan,13,Remote Job,3314.1051560668934,AUD
IN0241793,Shop,Food,2338.42434971508,No,2025-02-01,India,165,Remote Job,1920.6954402453637,INR
P02133429,Restaurant,Accommodation,4450.0851219571605,No,2024-09-19,Australia,33,Savings,3884.462853071093,JPY
DE5673072,Shop,Shopping,5340.647222517039,No,2024-07-15,Germany,159,Remote Job,4423.407000326091,CNY
P08646828,Hotel,Entertainment,1574.4604482308648,No,2024-08-29,Japan,38,Remote Job,1029.4606703824534,USD
DE0984754,Shop,Accommodation,7513.172060911133,Yes,2024-08-20,Germany,78,Freelance,2011.9177718852973,CNY
P17802249,Tourist Attraction,Accommodation,3760.722374598373,Yes,2024-05-01,Japan,37,Remote Job,4182.760874318942,GBP
CN389692175,Tourist Attraction,Food,6733.409778688847,Yes,2025-01-05,China,75,Savings,3018.5277008744765,CNY
P33239200,Tourist Attraction,Entertainment,1195.4476706309829,No,2024-08-13,Australia,128,Pension,2340.6647155095093,USD
P11935964,Hotel,Shopping,9359.765064990514,Yes,2025-01-21,Japan,3,Pension,1292.4036243055248,CNY
P71082159,Hotel,Shopping,7826.146410576165,No,2024-11-21,Australia,63,Savings,2564.3509828682545,USD
P31946436,Hotel,Food,4827.574542356045,No,2024-12-26,Australia,85,Pension,4849.265316776589,EUR
CN918448807,Restaurant,Entertainment,8913.451888243273,No,2024-11-09,China,77,Freelance,3947.295590866857,USD
IN5291633,Tourist Attraction,Accommodation,1703.682974548888,No,2024-05-22,India,94,Savings,4729.137245896274,GBP
CN918591601,Tourist Attraction,Food,541.4462941100609,No,2024-10-09,China,78,Pension,1929.2468227398008,CNY
IN8294865,Hotel,Accommodation,3789.096738196761,No,2025-01-14,India,99,Freelance,2408.592247327433,GBP
IN0083078,Tourist Attraction,Food,2930.041224338221,Yes,2024-03-05,India,139,Freelance,2402.274276703818,GBP
USA7986102,Shop,Food,2970.9904489472724,Yes,2024-06-17,USA,139,Pension,3915.306254091234,GBP
USA8153090,Tourist Attraction,Accommodation,3224.2433588211475,Yes,2024-12-07,USA,118,Savings,1969.0217085316133,JPY
CN588711980,Restaurant,Food,6350.0257017275535,No,2025-03-07,China,57,Pension,3843.5081865040047,EUR
P57285767,Restaurant,Entertainment,3573.791590038299,Yes,2024-03-28,Australia,178,Savings,4768.138936952515,GBP
P57337603,Shop,Shopping,7868.547337026498,No,2024-05-02,Australia,54,Remote Job,1441.365491783801,AUD
P63528006,Restaurant,Food,9185.804282106472,Yes,2024-03-25,Australia,114,Freelance,3989.080924898256,GBP
P03917946,Shop,Shopping,6894.504194432523,No,2024-10-18,Japan,77,Freelance,3670.840881021924,INR
CN799106204,Restaurant,Shopping,1684.458288041051,Yes,2024-11-01,China,90,Remote Job,4231.493155350337,CNY
IN4839762,Shop,Food,3988.0734691970265,Yes,2024-02-15,India,24,Pension,2880.632003328067,EUR
USA4393525,Restaurant,Entertainment,4087.964484768044,No,2024-05-15,USA,2,Savings,3721.351864141765,JPY
IN2408383,Hotel,Food,2876.954177676412,Yes,2024-03-19,India,2,Pension,2433.839002855653,GBP
P74636230,Hotel,Entertainment,4432.802403239682,No,2024-06-10,Australia,11,Remote Job,4068.305335606568,AUD
P63305219,Tourist Attraction,Entertainment,9223.057539138064,No,2024-02-05,Japan,45,Savings,3732.303883726305,INR
DE2119244,Tourist Attraction,Shopping,4282.894322570601,No,2024-10-25,Germany,122,Pension,3128.552926538764,JPY
USA6650022,Shop,Accommodation,9176.796426633317,Yes,2025-03-15,USA,38,Pension,3123.18523814068,USD
USA0472698,Hotel,Shopping,4687.317853839017,No,2024-09-24,USA,96,Pension,2444.355086147263,CNY
P45472647,Restaurant,Accommodation,5709.3302067602535,No,2024-04-09,Japan,167,Remote Job,3449.7634005498167,CNY
CN451008509,Hotel,Accommodation,5740.471817083441,Yes,2024-03-17,China,85,Remote Job,2479.6760571935165,JPY
P38146848,Restaurant,Accommodation,7353.651287949749,No,2024-07-22,Australia,152,Savings,2280.637709445808,USD
USA6569967,Shop,Shopping,1378.7165952296125,No,2025-03-03,USA,171,Remote Job,4420.606556371247,EUR
UK5960049,Shop,Accommodation,3763.962076763551,Yes,2025-02-09,UK,51,Freelance,3863.565906171736,USD
P81612527,Shop,Shopping,7249.51906424021,No,2024-04-25,Japan,59,Freelance,3723.225388198977,EUR
P68396668,Restaurant,Shopping,2434.76082269375,Yes,2024-07-13,Japan,21,Savings,2387.937066944747,EUR
USA2631973,Restaurant,Accommodation,1825.5911829590264,No,2024-08-04,USA,48,Remote Job,2488.380087681807,AUD
UK2934357,Restaurant,Food,6182.313790753181,Yes,2024-10-29,UK,84,Remote Job,4414.872458562375,GBP
P74766949,Tourist Attraction,Shopping,1429.8971699658946,Yes,2024-07-27,Japan,57,Freelance,4614.350205392108,CNY
DE9077686,Hotel,Shopping,7117.604532771364,No,2024-08-25,Germany,64,Remote Job,1047.2507576733317,USD
P28324006,Restaurant,Food,1313.7122833015528,No,2024-06-08,Japan,175,Pension,1584.570785259294,EUR
USA2815765,Shop,Entertainment,514.3534350146754,Yes,2024-12-14,USA,123,Freelance,1536.5064335571346,USD
USA2623355,Tourist Attraction,Shopping,7968.913225113228,No,2025-04-17,USA,51,Savings,4572.222899786226,AUD
P61893221,Tourist Attraction,Entertainment,9392.06737865529,No,2024-02-20,Australia,16,Freelance,1693.69615785592,EUR
P18091115,Tourist Attraction,Shopping,7601.471859567332,Yes,2024-07-08,Japan,81,Savings,1543.8915878165103,GBP
P14259592,Hotel,Entertainment,1656.3349204652768,No,2024-01-02,Japan,57,Freelance,3296.6176195966445,AUD
USA0491643,Hotel,Accommodation,3039.814680001888,Yes,2024-01-01,USA,105,Remote Job,2824.275659046765,AUD
CN831078263,Restaurant,Food,7414.342704310433,Yes,2024-12-23,China,74,Pension,4625.597110361523,AUD
USA0879301,Tourist Attraction,Accommodation,8040.59193222699,No,2025-01-17,USA,4,Remote Job,2224.3852315986323,INR
UK8925357,Shop,Shopping,2159.405012413304,No,2024-06-10,UK,63,Pension,1662.4126981151032,CNY
DE9464502,Shop,Accommodation,7146.322392694148,Yes,2024-08-17,Germany,23,Remote Job,2073.5232902510925,AUD
DE4500564,Hotel,Shopping,6986.890577885352,Yes,2024-05-14,Germany,23,Pension,2166.3376429476875,GBP
P97747346,Shop,Food,6107.128425591891,Yes,2025-02-10,Australia,175,Freelance,3209.1901681176723,JPY
P26104194,Tourist Attraction,Entertainment,4882.371158909073,Yes,2025-02-12,Japan,13,Remote Job,3314.1051560668934,AUD
USA3307914,Restaurant,Accommodation,9816.470281706246,No,2024-07-20,USA,60,Freelance,3999.3119237228334,JPY
P36075837,Hotel,Food,3631.841750742002,No,2024-04-14,Japan,23,Remote Job,2486.791345203644,USD
P81603006,Tourist Attraction,Entertainment,2547.350724754728,No,2025-02-06,Australia,101,Savings,1396.956579992515,EUR
DE7876438,Hotel,Food,3417.415287405464,No,2024-11-14,Germany,147,Savings,2238.6717191375305,INR
IN6163311,Shop,Entertainment,3922.131665206459,No,2024-09-05,India,34,Remote Job,1486.4825440888762,CNY
UK1038245,Restaurant,Food,5072.948291882297,No,2024-04-18,UK,159,Freelance,4067.21794432136,JPY
DE5957009,Restaurant,Shopping,2931.5399996745696,Yes,2024-10-28,Germany,154,Remote Job,1545.117520177383,JPY
P58399594,Tourist Attraction,Accommodation,2544.266379655796,No,2024-06-12,Japan,61,Freelance,2538.978546105005,INR
USA4393525,Tourist Attraction,Food,6861.869325454456,Yes,2024-08-25,USA,2,Savings,3721.351864141765,JPY
P14259592,Shop,Shopping,9866.48356843131,No,2024-11-16,Japan,57,Freelance,3296.6176195966445,AUD
UK7276795,Shop,Food,1353.2024115757056,No,2024-01-05,UK,83,Pension,1478.8824310176735,USD
IN2109621,Restaurant,Accommodation,5003.334765075164,No,2025-03-17,India,170,Remote Job,2002.7640718323512,EUR
IN8253924,Tourist Attraction,Entertainment,7447.295852495205,Yes,2024-09-11,India,15,Pension,3085.313453438337,GBP
CN992123377,Hotel,Food,2314.1227379404463,No,2024-08-25,China,82,Pension,1313.7173099191325,AUD
UK2972761,Tourist Attraction,Entertainment,8045.417704925995,Yes,2025-04-01,UK,34,Freelance,2549.869200554729,USD
USA7754507,Hotel,Entertainment,3993.511923846479,No,2024-06-01,USA,15,Remote Job,2966.8556680939782,INR
UK6498824,Shop,Accommodation,6885.420067472214,Yes,2024-03-01,UK,24,Savings,3071.536083272398,JPY
DE9925036,Hotel,Shopping,3686.32046786326,Yes,2024-04-17,Germany,33,Freelance,4252.672354062917,JPY
IN3161993,Hotel,Shopping,6067.390176451839,No,2024-11-30,India,138,Remote Job,2006.7581101533465,USD
P45472647,Shop,Shopping,8025.115027899441,Yes,2024-10-30,Japan,167,Remote Job,3449.7634005498167,CNY
P61971039,Restaurant,Food,2600.983182450679,Yes,2024-12-11,Australia,123,Freelance,2558.5731290933204,AUD
P89762181,Restaurant,Accommodation,1462.7040609380506,No,2024-06-28,Australia,105,Freelance,2280.239148763049,USD
USA4456590,Shop,Accommodation,9918.167978242627,No,2025-03-08,USA,59,Pension,4790.198789980607,EUR
DE4610861,Hotel,Food,9719.460477791026,Yes,2025-02-13,Germany,177,Freelance,4596.928051697421,GBP
CN785455671,Restaurant,Shopping,5939.151371444372,Yes,2024-10-03,China,25,Remote Job,1448.840531464239,CNY
UK6281337,Hotel,Shopping,9787.772062994136,No,2025-01-26,UK,142,Savings,4921.604151444844,CNY
P41420209,Hotel,Entertainment,2585.5301247097136,Yes,2024-03-25,Australia,24,Savings,2149.77520949832,INR
USA4411881,Restaurant,Food,1842.6979860499832,No,2024-08-26,USA,72,Savings,3423.1319984693737,CNY
USA6556711,Tourist Attraction,Accommodation,2358.9493299367027,Yes,2025-04-28,USA,12,Remote Job,4014.526062565256,EUR
USA7845010,Hotel,Entertainment,3532.6764082016475,No,2025-02-08,USA,91,Freelance,3287.114086255971,AUD
UK6647353,Hotel,Shopping,8847.206940073092,No,2025-04-14,UK,137,Freelance,3223.391232918227,USD
UK1560240,Tourist Attraction,Accommodation,3952.497293667964,No,2024-10-09,UK,134,Savings,2972.337138316843,JPY
IN1873903,Tourist Attraction,Entertainment,8348.958290193183,Yes,2024-10-04,India,149,Savings,2768.716877273521,GBP
P38700577,Tourist Attraction,Shopping,3468.924100540407,No,2024-10-27,Australia,127,Savings,2540.5033647954406,GBP
IN4356499,Tourist Attraction,Accommodation,2705.0608234806164,No,2024-07-01,India,54,Savings,1137.5266437039802,AUD
IN1552030,Shop,Food,8360.710652958885,Yes,2024-07-31,India,74,Pension,4929.2488024009535,GBP
P98785059,Shop,Shopping,5111.964361652863,Yes,2024-07-02,Japan,76,Pension,4382.824551954989,GBP
CN481595136,Shop,Shopping,6173.2613489752575,Yes,2025-02-12,China,172,Freelance,1845.6770047226385,USD
P61893221,Hotel,Shopping,6400.917737379679,Yes,2024-10-25,Australia,16,Freelance,1693.69615785592,EUR
DE8004417,Hotel,Shopping,5016.25418580456,Yes,2025-03-30,Germany,124,Pension,3811.170791041096,JPY
P51827736,Tourist Attraction,Accommodation,7226.293282639825,Yes,2025-02-25,Australia,138,Pension,1381.3068342164877,USD
UK3189765,Hotel,Accommodation,6301.014392934335,Yes,2024-05-03,UK,174,Pension,1970.6286968578495,GBP
UK0142662,Tourist Attraction,Accommodation,2201.2156255954496,No,2024-03-31,UK,48,Remote Job,2777.9407781747896,EUR
IN7290058,Hotel,Entertainment,5210.698836165565,Yes,2024-05-31,India,21,Freelance,1125.5058958364286,CNY
CN211315080,Restaurant,Food,6353.022560062986,Yes,2025-03-25,China,127,Remote Job,4306.558875904351,AUD
CN199168429,Restaurant,Shopping,9352.309368801294,Yes,2024-09-12,China,69,Freelance,1638.374816700753,JPY
USA3263956,Tourist Attraction,Accommodation,8130.884105771415,Yes,2025-03-16,USA,47,Freelance,1338.148935790152,GBP
IN2109621,Hotel,Accommodation,685.7353645635039,No,2024-12-23,India,170,Remote Job,2002.7640718323512,EUR
DE8030903,Restaurant,Food,1560.3759752540675,No,2025-03-10,Germany,122,Savings,2612.5264690466342,EUR
CN091855978,Shop,Entertainment,4434.693052043298,No,2024-10-21,China,42,Freelance,1387.2474575976205,GBP
IN4066503,Shop,Entertainment,5448.884227091015,No,2024-04-22,India,126,Savings,2390.733510931599,USD
P29920512,Shop,Accommodation,7288.190471967992,Yes,2024-10-14,Japan,164,Pension,3598.959731806599,AUD
UK5760894,Hotel,Food,7270.423592553698,No,2024-10-09,UK,125,Savings,2921.5274365170258,USD
CN821476723,Tourist Attraction,Accommodation,710.2117671171721,No,2024-11-29,China,158,Pension,4491.437098894623,GBP
USA7845010,Tourist Attraction,Entertainment,4309.482884007773,No,2024-01-18,USA,91,Freelance,3287.114086255971,AUD
UK7773910,Tourist Attraction,Shopping,5021.511139713875,No,2024-05-02,UK,161,Freelance,3374.9536254385357,EUR
CN998863438,Shop,Entertainment,4351.988296985062,Yes,2025-01-18,China,118,Remote Job,1094.318060950921,CNY
UK2614183,Hotel,Shopping,554.424300871949,No,2024-03-21,UK,15,Pension,3492.0375289666918,JPY
P03469874,Shop,Food,2888.58467125794,No,2024-09-10,Japan,163,Remote Job,2300.529190965622,GBP
P64728230,Hotel,Accommodation,2119.4341224858144,No,2025-01-01,Australia,26,Freelance,4796.099016437618,CNY
DE6893228,Restaurant,Shopping,5649.667364206273,Yes,2024-05-23,Germany,41,Savings,2064.0705596305083,AUD
DE7203349,Restaurant,Shopping,6236.3842905621,No,2025-01-17,Germany,125,Remote Job,3942.82019176082,CNY
P73434692,Hotel,Food,3392.269084526328,Yes,2025-01-09,Australia,112,Freelance,1154.2534487569794,GBP
DE6074639,Hotel,Shopping,4293.696220239874,Yes,2025-02-16,Germany,60,Pension,1089.7039836736994,USD
P68396668,Tourist Attraction,Food,9224.945286796114,No,2024-03-16,Japan,21,Savings,2387.937066944747,EUR
DE5957009,Tourist Attraction,Shopping,4360.751749637147,No,2024-10-01,Germany,154,Remote Job,1545.117520177383,JPY
P69782159,Hotel,Food,8891.26713431334,No,2024-03-27,Australia,147,Pension,1765.7742640389058,CNY
P71082159,Shop,Entertainment,5108.655754577352,No,2025-04-15,Australia,63,Savings,2564.3509828682545,USD
USA0472698,Restaurant,Accommodation,735.8548182255075,Yes,2025-04-06,USA,96,Pension,2444.355086147263,CNY
P78714913,Shop,Food,7400.805293675636,No,2025-02-01,Australia,140,Savings,3021.8983457206905,JPY
CN587104332,Tourist Attraction,Accommodation,9852.803136212617,No,2024-12-18,China,47,Pension,1048.6844422094262,INR
P58184125,Restaurant,Accommodation,4473.259218449903,No,2024-11-12,Australia,162,Savings,2907.6156329057308,INR
USA8140853,Hotel,Accommodation,5862.20741493502,Yes,2024-07-04,USA,38,Savings,4434.374945895144,CNY
P99024431,Tourist Attraction,Shopping,3812.461846985658,No,2024-01-14,Australia,154,Remote Job,1721.6379787833982,CNY
IN0466516,Shop,Entertainment,9222.867763559154,No,2024-11-12,India,28,Pension,3807.008916652505,EUR
UK0434414,Restaurant,Food,7725.73675212256,Yes,2024-01-23,UK,75,Savings,1771.7369901531192,JPY
IN4625387,Tourist Attraction,Food,4243.225751141112,No,2024-04-14,India,179,Savings,3810.823104462514,USD
DE8204614,Shop,Shopping,5724.636309458843,Yes,2025-04-11,Germany,172,Freelance,4954.4591758727565,JPY
USA3404552,Tourist Attraction,Shopping,5491.514454598422,Yes,2024-07-18,USA,64,Remote Job,3032.0029165199694,USD
P39177486,Restaurant,Food,9958.06089491538,Yes,2024-05-08,Japan,159,Freelance,2692.633753889977,AUD
IN1593478,Restaurant,Entertainment,2956.259628201688,Yes,2024-06-03,India,129,Remote Job,2074.6561487269337,GBP
P76145678,Tourist Attraction,Shopping,5207.454354903075,Yes,2024-01-29,Australia,36,Pension,3126.37635191508,CNY
CN201017297,Shop,Food,2586.464933741569,No,2024-02-24,China,111,Pension,4417.984918321474,GBP
DE4241823,Restaurant,Food,3006.5126963891,Yes,2024-03-02,Germany,69,Savings,1300.619732641497,USD
P53112445,Restaurant,Accommodation,9966.995169317452,No,2024-05-21,Japan,151,Remote Job,3214.9984518726224,AUD
UK0921142,Restaurant,Shopping,7233.068299534404,Yes,2024-08-15,UK,152,Savings,3303.1684993717645,GBP
CN563668871,Restaurant,Shopping,9670.099446075386,Yes,2025-02-22,China,84,Freelance,4082.6353794384977,USD
P13111392,Restaurant,Food,3436.935704103393,Yes,2024-06-28,Australia,157,Remote Job,4765.452557378236,USD
USA4836136,Hotel,Accommodation,4458.038129890937,Yes,2024-10-03,USA,47,Freelance,2021.680365106076,CNY
P53112445,Shop,Accommodation,9370.453578795516,Yes,2025-03-23,Japan,151,Remote Job,3214.9984518726224,AUD
DE7875577,Tourist Attraction,Entertainment,2372.0622590806606,Yes,2024-06-15,Germany,112,Pension,2978.448829906487,EUR
P39578458,Tourist Attraction,Food,3596.513785073307,No,2024-11-13,Australia,130,Pension,4366.361211159763,CNY
P08646828,Shop,Accommodation,3947.4985004207088,Yes,2025-03-23,Japan,38,Remote Job,1029.4606703824534,USD
P73211626,Tourist Attraction,Food,1003.9008891240574,No,2024-07-25,Japan,36,Remote Job,2884.8859797188807,USD
DE7351146,Restaurant,Accommodation,9375.833105953938,Yes,2025-02-14,Germany,63,Freelance,1118.5970422363257,CNY
UK7773910,Restaurant,Food,2731.8166129283413,Yes,2024-01-31,UK,161,Freelance,3374.9536254385357,EUR
UK7276795,Hotel,Shopping,7610.7536837019,No,2024-07-30,UK,83,Pension,1478.8824310176735,USD
UK2980347,Restaurant,Food,5009.9942475644575,Yes,2025-04-23,UK,172,Savings,4350.937295578145,INR
CN887605015,Restaurant,Accommodation,6128.952837524656,No,2024-04-03,China,143,Remote Job,1885.690543600212,JPY
DE6093872,Tourist Attraction,Entertainment,5416.952272042669,No,2024-02-17,Germany,55,Savings,1052.0845465289483,EUR
P97747346,Shop,Shopping,7579.099287530545,Yes,2024-02-14,Australia,175,Freelance,3209.1901681176723,JPY
USA4985564,Shop,Food,4772.658666620683,Yes,2024-01-26,USA,46,Freelance,4008.304492652123,AUD
USA4456590,Tourist Attraction,Food,709.1988161228928,No,2024-02-21,USA,59,Pension,4790.198789980607,EUR
P85070457,Restaurant,Entertainment,8499.964324468177,No,2024-02-17,Australia,167,Pension,4649.581197663676,CNY
P86485295,Restaurant,Shopping,5995.32420880994,Yes,2025-01-22,Australia,149,Remote Job,1909.5771704718584,EUR
DE4642716,Hotel,Accommodation,6732.288386755267,No,2024-10-06,Germany,28,Remote Job,1369.509579638485,EUR
CN028165420,Hotel,Food,3003.613460317745,No,2024-03-05,China,74,Pension,1501.073749898751,AUD
UK5158277,Hotel,Food,4665.05981204643,Yes,2024-07-29,UK,89,Remote Job,1372.6411593347518,USD
P53169894,Tourist Attraction,Shopping,1992.8045682778225,No,2025-04-11,Australia,48,Pension,4785.338906135363,INR
DE8598214,Tourist Attraction,Shopping,7599.446609691948,Yes,2025-04-23,Germany,158,Freelance,4431.161951756903,GBP
IN7163347,Shop,Accommodation,8438.689403089938,Yes,2024-10-19,India,14,Freelance,4159.600297286628,INR
USA1699680,Shop,Accommodation,8809.140318310594,No,2024-09-20,USA,156,Remote Job,1111.4018059567493,JPY
P11485897,Hotel,Food,7979.515552034392,Yes,2024-01-25,Japan,27,Pension,3028.3428907030857,JPY
USA0981631,Hotel,Entertainment,1677.6680647559783,Yes,2024-04-12,USA,88,Freelance,2945.762503312004,AUD
DE1565398,Hotel,Entertainment,9401.279984511037,Yes,2024-10-11,Germany,137,Freelance,1558.9563799089929,CNY
P27447621,Tourist Attraction,Accommodation,3950.93196396362,No,2025-03-17,Australia,99,Freelance,2697.2496606059367,AUD
DE5609290,Hotel,Accommodation,927.2632232896358,No,2025-01-24,Germany,23,Freelance,3424.6901818104398,INR
CN574054511,Shop,Entertainment,4649.608119909252,Yes,2025-04-13,China,157,Remote Job,2563.618483849878,AUD
P15165083,Restaurant,Food,8434.104198469362,No,2024-12-16,Japan,104,Freelance,2534.148454325511,CNY
IN4154046,Hotel,Entertainment,9305.277241685517,No,2024-01-20,India,169,Pension,3615.252655031065,AUD
P29961214,Shop,Accommodation,9929.453597438953,Yes,2024-06-08,Australia,21,Freelance,2827.144164322679,CNY
USA0597439,Hotel,Shopping,5778.473717831897,No,2024-12-01,USA,5,Remote Job,1988.1391877435356,GBP
P82724928,Tourist Attraction,Shopping,1507.6681820407716,Yes,2024-11-18,Japan,18,Pension,3722.671985626223,INR
P23016882,Shop,Accommodation,2791.7492379636906,Yes,2025-03-21,Australia,122,Remote Job,3273.315219407847,JPY
